,inputs,outputs,intention
412,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
413,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
414,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
415,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
416,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
417,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
418,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
419,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
420,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
421,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
422,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
423,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
424,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
425,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
426,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
427,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
428,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
429,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
430,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
431,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
432,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
433,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
434,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
435,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
436,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
437,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
438,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
439,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
440,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
441,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
442,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
443,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
444,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
445,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
446,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
447,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
448,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
449,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
450,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
451,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
452,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
453,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
454,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
455,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
456,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
457,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
458,"[1, 0, 0.03389830508474576, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
459,"[0, 0, 0.05128205128205128, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.09523809523809523, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.09523809523809523, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
460,"[0, 0, 0.05128205128205128, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.09523809523809523, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.09523809523809523, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
461,"[0, 1, 0.05128205128205128, 0, 0, 0.07407407407407407, 1, 0, 0.15384615384615385, 0, 0, 0.09523809523809523, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385, 0, 0, 0.09523809523809523, 1, 0, 0.15384615384615385]","[0, 1, 0, 0]",food move
462,"[0, 0, 0.05128205128205128, 0, 1, 0.10526315789473684, 1, 0, 0.09523809523809523, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523]","[0, 0, 0, 1]",munch
463,"[0, 1, 0.06451612903225806, 1, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.06896551724137931, 0, 0, 0.2222222222222222]","[0, 1, 0, 0]",munch
464,"[0, 0, 0.05405405405405406, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.08695652173913043, 0, 0, 0.05405405405405406, 0, 0, 2.0, 1, 0, 0.08695652173913043, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
465,"[0, 0, 0.08, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.05714285714285714, 0, 0, 0.08, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
466,"[0, 0, 0.06451612903225806, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 2.0, 1, 0, 0.06896551724137931, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
467,"[0, 0, 0.07407407407407407, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.06060606060606061, 0, 0, 0.07407407407407407, 0, 0, 2.0, 1, 0, 0.06060606060606061, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
468,"[1, 0, 0.03636363636363636, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.4, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.4, 0, 0, 0.4]","[0, 0, 0, 1]",food move
469,"[0, 0, 0.05128205128205128, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.09523809523809523, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523]","[0, 1, 0, 0]",wall move
470,"[0, 0, 0.05128205128205128, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.09523809523809523, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523]","[0, 1, 0, 0]",wall move
471,"[0, 0, 0.05128205128205128, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.09523809523809523, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523]","[1, 0, 0, 0]",wall move
472,"[0, 0, 0.05128205128205128, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.09523809523809523, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523]","[1, 0, 0, 0]",wall move
473,"[0, 1, 0.08695652173913043, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 0, 0.05405405405405406, 0, 0, 0.13333333333333333, 0, 0, 0.08695652173913043, 0, 0, 0.13333333333333333, 1, 0, 0.08]","[0, 1, 0, 0]",food move
474,"[1, 0, 0.03389830508474576, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 0, 2.0, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
475,"[0, 0, 0.08, 0, 1, 0.18181818181818182, 1, 0, 0.06896551724137931, 0, 0, 0.05714285714285714, 0, 0, 0.18181818181818182, 0, 0, 0.08, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[0, 0, 0, 1]",munch
476,"[0, 0, 0.08695652173913043, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.05405405405405406, 0, 0, 0.08695652173913043, 0, 0, 2.0, 0, 0, 0.05405405405405406, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
477,"[0, 0, 0.13333333333333333, 0, 1, 0.05128205128205128, 0, 0, 2.0, 1, 0, 0.044444444444444446, 0, 0, 0.13333333333333333, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0]","[0, 0, 0, 1]",food move
478,"[0, 0, 0.6666666666666666, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
479,"[0, 0, 0.11764705882352941, 0, 1, 0.08695652173913043, 0, 0, 0.11764705882352941, 1, 0, 0.046511627906976744, 0, 0, 0.11764705882352941, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043, 0, 0, 0.11764705882352941]","[0, 0, 0, 1]",munch
480,"[0, 0, 0.15384615384615385, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.0425531914893617, 0, 0, 0.15384615384615385, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
481,"[0, 0, 0.6666666666666666, 0, 0, 0.06451612903225806, 0, 1, 0.2222222222222222, 1, 0, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 1, 0]",food move
482,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
483,"[0, 0, 0.0425531914893617, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.15384615384615385, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.15384615384615385, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
484,"[0, 0, 0.6666666666666666, 1, 0, 0.06060606060606061, 0, 1, 0.2857142857142857, 0, 0, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 1, 0, 0.06060606060606061, 0, 0, 0.2857142857142857]","[0, 0, 1, 0]",munch
485,"[0, 0, 0.08, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.05714285714285714, 0, 0, 2.0, 0, 0, 0.08, 0, 0, 2.0, 0, 0, 0.05714285714285714]","[1, 0, 0, 0]",wall move
486,"[0, 1, 0.18181818181818182, 0, 0, 0.13333333333333333, 0, 0, 0.08, 1, 0, 0.04081632653061224, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[0, 1, 0, 0]",munch
487,"[0, 0, 0.05128205128205128, 0, 1, 0.06060606060606061, 0, 0, 0.2857142857142857, 1, 0, 0.09523809523809523, 0, 0, 0.06060606060606061, 0, 0, 0.2857142857142857, 1, 0, 0.09523809523809523, 0, 0, 0.2857142857142857]","[0, 0, 0, 1]",food move
488,"[0, 0, 0.06060606060606061, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.07407407407407407, 0, 0, 2.0, 0, 0, 0.06060606060606061, 0, 0, 2.0, 1, 0, 0.07407407407407407]","[1, 0, 0, 0]",wall move
489,"[1, 0, 0.06451612903225806, 0, 1, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 0, 0.06896551724137931, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[0, 0, 0, 1]",food move
490,"[0, 0, 0.08, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.08, 0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
491,"[0, 0, 0.6666666666666666, 0, 1, 0.11764705882352941, 1, 0, 0.08695652173913043, 0, 0, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043]","[0, 0, 0, 1]",munch
492,"[0, 0, 0.03508771929824561, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.6666666666666666, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.6666666666666666]","[1, 0, 0, 0]",wall move
493,"[0, 0, 0.06896551724137931, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806]","[0, 1, 0, 0]",wall move
494,"[0, 0, 0.13333333333333333, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.044444444444444446, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 2.0, 0, 0, 0.05128205128205128]","[1, 0, 0, 0]",wall move
495,"[1, 0, 0.044444444444444446, 0, 0, 2.0, 0, 1, 0.05128205128205128, 0, 0, 0.13333333333333333, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.13333333333333333]","[0, 0, 1, 0]",food move
496,"[0, 0, 0.07407407407407407, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.06060606060606061, 0, 0, 0.07407407407407407, 0, 0, 2.0, 0, 0, 0.06060606060606061, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
497,"[0, 0, 0.046511627906976744, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.11764705882352941, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 1, 0, 0.11764705882352941]","[1, 0, 0, 0]",wall move
498,"[0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128]","[0, 0, 0, 1]",wall move
499,"[0, 0, 0.13333333333333333, 0, 1, 0.4, 1, 0, 0.05714285714285714, 0, 0, 0.044444444444444446, 0, 0, 0.4, 0, 0, 0.13333333333333333, 0, 0, 0.4, 0, 0, 0.05714285714285714]","[0, 0, 0, 1]",munch
500,"[0, 0, 0.046511627906976744, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.11764705882352941, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.11764705882352941, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
501,"[0, 0, 0.06896551724137931, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.06896551724137931, 0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
502,"[0, 0, 0.06451612903225806, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.06451612903225806, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
503,"[0, 0, 0.05128205128205128, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
504,"[0, 0, 0.06060606060606061, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.07407407407407407, 0, 0, 0.06060606060606061, 0, 0, 2.0, 0, 0, 0.07407407407407407, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
505,"[0, 0, 0.05714285714285714, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.08, 0, 0, 0.05714285714285714, 0, 0, 2.0, 0, 0, 0.08, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
506,"[0, 0, 0.05405405405405406, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.08695652173913043, 0, 0, 0.05405405405405406, 0, 0, 2.0, 0, 0, 0.08695652173913043, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
507,"[0, 0, 0.05128205128205128, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
508,"[0, 0, 0.04878048780487805, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.10526315789473684, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.10526315789473684, 0, 0, 2.0]","[1, 0, 0, 0]",wall move
509,"[0, 0, 0.044444444444444446, 0, 1, 0.05714285714285714, 0, 0, 0.4, 1, 0, 0.13333333333333333, 0, 0, 0.05714285714285714, 0, 0, 0.4, 0, 0, 0.13333333333333333, 1, 0, 0.4]","[0, 0, 0, 1]",food move
510,"[0, 0, 0.044444444444444446, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.13333333333333333, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.13333333333333333]","[0, 1, 0, 0]",wall move
