715,132.2
565,137.7
590,175.6
540,160.8
990,201.1
805,235.4
890,202.8
940,249.3
1520,267.0
1620,330.6
2010,299.2
1370,333.2
2470,292.8
1260,193.3
3420,331.3
1760,264.7
2615,332.7
3055,382.0
2560,396.4
1425,229.2
1155,304.7
1795,278.5
1275,358.0
2060,330.9
1605,300.3
2380,278.5
1345,236.3
2140,278.4
1410,269.6
3690,361.1
3565,397.0
2185,362.5
3830,324.0
5610,501.4
1945,345.3
2335,346.5
3015,414.2
3855,433.4
3795,380.0
2545,415.9
3745,396.3
4475,378.7
3275,340.8
3095,341.7
1830,246.6
3610,328.6
2190,270.3
8370,497.0
4430,479.8
6540,474.8
