465,116.5
365,126.8
435,146.5
435,154.7
560,163.5
455,163.2
625,184.1
695,234.3
720,227.0
430,183.4
595,242.2
750,216.9
720,246.5
890,247.3
510,188.6
995,244.2
1400,255.5
1065,223.2
2030,255.2
960,229.6
665,190.7
1150,229.2
545,161.3
1095,189.9
695,244.3
700,182.4
865,229.7
1295,343.6
1975,329.6
1195,303.3
1365,274.5
1755,379.8
1440,364.9
2255,482.4
1675,379.2
1080,291.1
1635,340.9
2940,473.9
1300,332.7
1545,352.9
1255,278.5
1050,304.9
895,362.0
820,286.1
1015,249.3
1270,277.7
615,249.6
1180,304.8
1190,299.2
1095,302.9
1000,294.6
1330,275.3
900,253.6
1410,290.0
1490,294.5
1055,284.0
1810,315.0
1410,327.8
1330,320.6
1070,286.7
1470,333.0
1325,348.9
1395,318.3
2965,308.4
1230,376.1
1020,309.1
1070,308.5
1765,298.7
1410,292.1
1390,276.8
1075,252.3
1295,288.2
1475,396.1
995,271.8
1830,397.8
1005,271.9
1545,357.8
1675,329.3
1320,327.1
1350,295.3
1125,375.9
1260,360.3
1700,399.5
1145,329.3
1065,289.9
1400,303.0
1130,274.2
1360,343.0
1240,277.3
925,324.6
1505,324.0
1840,345.9
1425,281.0
1095,364.0
760,220.8
2170,275.2
3650,503.9
4040,553.5
675,288.9
1725,370.3
