25.5,NA,NA
72.9,NA,NA
120.04,NA,NA
168.58,NA,NA
216.96,NA,NA
264.7,NA,NA
311.5,NA,NA
358.4,NA,NA
406.08,NA,NA
456.04,NA,NA
504.62,NA,NA
551.68,NA,NA
600.6,NA,NA
649.24,NA,NA
696.14,NA,NA
744.6,NA,NA
791.34,NA,NA
839.48,NA,NA
888.24,NA,NA
935.78,NA,NA
984.02,NA,NA
1032.42,NA,NA
1079.64,NA,NA
1128.26,NA,NA
1177.0,NA,NA
1224.12,NA,NA
1272.52,NA,NA
1321.38,NA,NA
1368.08,NA,NA
1416.74,NA,NA
1463.86,NA,NA
1512.64,NA,NA
1560.5,NA,NA
1608.58,NA,NA
1657.0,NA,NA
1703.16,NA,NA
1752.72,NA,NA
1800.62,NA,NA
1848.42,NA,NA
1896.16,NA,NA
1944.6,NA,NA
1992.96,NA,NA
2040.58,NA,NA
2088.46,NA,NA
2136.3,NA,NA
2185.06,NA,NA
2232.54,NA,NA
2280.12,NA,NA
2330.0,2299.3333333333335,NA
2371.818181818182,2374.2051282051284,NA
2405.5714285714284,2429.4137931034484,NA
2473.88,2456.2,NA
2502.0,2518.689655172414,NA
2568.391304347826,2546.925925925926,NA
2612.68,2590.92,NA
2658.92,2639.6,NA
2681.3478260869565,2704.814814814815,NA
2746.44,2732.36,NA
2776.4,2795.5333333333333,NA
2818.6190476190477,2843.2413793103447,NA
2866.2272727272725,2890.5714285714284,NA
2910.521739130435,2936.925925925926,NA
2956.0454545454545,2982.0,NA
3007.769230769231,3029.2083333333335,NA
3078.6666666666665,3060.2894736842104,NA
3110.7804878048782,3103.0,NA
3158.75,3147.4285714285716,NA
3209.0,3197.032258064516,NA
3240.03125,3259.3333333333335,NA
3302.5925925925926,3281.521739130435,NA
3344.657142857143,3329.0666666666666,NA
3393.1935483870966,3372.842105263158,NA
3429.6,3439.5,NA
3475.2162162162163,3484.076923076923,NA
3515.8,3525.9,NA
3567.4411764705883,3573.75,NA
3613.7906976744184,3628.1428571428573,NA
3657.342857142857,3670.866666666667,NA
3711.8055555555557,3698.9285714285716,NA
3746.6785714285716,3761.9545454545455,NA
3805.3,3787.9,NA
3848.84,3841.6,NA
3889.9473684210525,3898.9375,3882.0
3937.6071428571427,3952.875,3919.0
3979.7368421052633,3987.15,3949.6
4015.769230769231,4017.090909090909,4031.5
4059.55,4078.4444444444443,4052.1666666666665
4119.038461538462,4104.545454545455,4091.6153846153848
4155.75,4161.785714285715,4133.181818181818
4193.933333333333,4206.4,4175.6
4230.0,4251.357142857143,4211.125
4269.0,4292.75,4240.0
4316.384615384615,4334.928571428572,4305.0
4359.083333333333,4375.566666666667,4341.5
4401.923076923077,4420.964285714285,4388.0
4446.5,4461.678571428572,4416.666666666667
4494.727272727273,4500.558823529412,4445.0
4530.777777777777,4554.945945945946,4510.75
4565.375,4598.805555555556,4558.666666666667
4599.0,4640.9,4565.75
