1095,133.3
520,135.0
500,131.8
430,125.7
480,160.6
515,160.6
525,150.8
565,181.2
555,174.9
680,177.2
480,158.0
525,184.9
750,229.9
600,183.0
790,241.5
775,243.9
905,236.6
850,224.7
815,235.4
590,188.0
760,248.1
1285,253.2
1445,276.0
1760,295.1
2370,376.8
900,301.2
815,287.6
880,228.9
1200,327.2
1200,232.4
1345,209.0
1055,209.1
595,192.5
795,223.4
795,207.2
650,197.1
885,226.5
1160,322.4
1475,266.8
895,216.5
1365,232.2
1180,217.9
1270,219.9
595,228.9
1385,269.0
815,231.9
1385,283.2
900,249.6
1020,261.0
1130,250.1
930,290.8
530,235.4
785,207.6
775,238.8
6015,346.7
5035,327.7
3105,372.3
2205,366.4
2445,384.1
6325,500.9
2065,406.3
4610,336.3
3385,351.6
1440,244.8
1130,297.4
1125,300.2
2030,302.3
3415,320.8
1895,321.2
1445,284.1
1675,249.4
1145,341.5
1590,328.1
1415,324.0
2195,341.9
1850,388.7
3895,336.0
2550,337.2
1995,357.9
1145,334.0
1535,362.4
3885,427.8
1810,326.0
7635,432.7
1800,385.9
1090,308.5
4410,488.7
2555,406.3
1350,272.8
2280,395.3
1340,271.8
2630,449.0
1520,353.1
3180,359.5
2195,389.7
2380,339.4
5030,446.6
1250,405.2
1795,472.1
2835,385.6
