570,127.2
435,134.31372549019608
470,166.9
615,186.9
655,192.44897959183675
555,197.45098039215685
490,181.97916666666666
1035,244.31372549019608
1400,230.41666666666666
455,163.3
830,214.375
875,220.3125
780,214.25531914893617
485,213.29787234042553
640,175.19607843137254
720,196.15384615384616
805,197.1
490,159.3
575,183.1
655,160.7
590,154.8
905,201.3265306122449
575,158.29787234042553
500,182.29166666666666
1130,206.25
520,194.03846153846155
595,186.76470588235293
595,203.55769230769232
600,191.86274509803923
585,189.16666666666666
595,168.75
600,211.6326530612245
520,185.72916666666666
575,237.14285714285714
845,243.1
3560,233.4375
2990,283.9583333333333
3025,375.2083333333333
6105,462.8125
4480,433.8541666666667
3095,341.1
1700,305.2040816326531
2000,326.9791666666667
6175,467.0408163265306
1745,312.05882352941177
3090,331.1224489795918
2025,383.2291666666667
4830,358.8775510204082
1405,234.01960784313727
700,214.32692307692307
