405,109.9
495,144.5
610,160.2
780,219.5
600,159.9
750,217.3
780,217.4
680,167.8
985,215.5
740,212.6
895,204.6
720,187.0
725,218.1
1040,255.6
865,245.9
995,247.8
860,245.5
1600,249.6
985,223.6
545,222.5
1060,233.8
1125,252.7
1470,290.9
2040,264.2
800,256.3
2390,327.9
4145,370.8
6195,470.6
3585,473.6
3660,396.3
1235,318.9
940,234.0
1880,268.7
2130,340.6
1235,353.6
1075,323.7
2445,419.6
2485,438.6
2650,409.5
2730,443.9
2765,393.0
2530,480.8
4825,591.9
5320,743.0
5070,613.4
4125,465.8
3675,407.5
3830,557.6
2450,497.0
3615,570.1
2145,461.7
2385,486.8
4135,719.1
3995,782.2
5305,719.1
13690,1025.4
10980,729.0
12575,814.5
8275,937.6
3330,512.1
3505,614.2
4270,663.6
4735,570.5
6900,726.7
3235,691.7
5050,620.0
3700,479.7
6660,431.4
5945,636.1
4675,783.9
5690,757.2
7905,967.7
10860,1124.5
7415,1198.5
7605,1078.9
10245,1239.0
13360,2032.4
11605,1486.2
10185,1490.4
10445,857.2
14550,1768.1
10885,1157.9
9605,1746.6
8585,1641.3
9230,997.4
12755,1389.2
12520,2043.9
13620,1559.4
11370,1905.6
9725,1408.7
11270,1915.0
11375,1562.6
13140,1670.7
10485,1658.2
6955,977.5
10865,1229.1
10975,1545.5
13910,1556.2
9755,1835.7
12265,2026.6
