310,100.1
525,122.7
555,118.7
530,144.5
865,142.8
650,171.3
850,186.5
775,195.3
745,178.5
1340,239.9
915,197.3
870,262.1
985,215.5
1085,231.4
665,175.8
490,157.9
815,171.4
465,183.7
445,184.1
835,200.5
795,191.8
625,191.9
935,199.0
1940,289.9
935,213.1
595,193.2
1400,203.3
1035,230.3
995,238.4
1355,290.8
1400,278.8
850,230.2
700,221.6
840,209.2
1275,240.2
1530,248.6
1330,298.8
1060,290.8
1185,244.3
840,229.7
1505,247.4
1125,257.5
950,284.2
605,280.3
790,272.6
1075,284.8
1245,287.6
890,236.1
890,237.5
1115,245.2
1345,225.0
1050,238.9
1075,274.4
1065,275.6
995,306.5
1815,266.1
1195,323.1
4590,461.8
2580,447.3
1880,351.1
5865,584.7
5070,581.6
3705,586.2
3895,558.0
3335,413.4
10940,895.6
13700,1100.8
16010,1987.7
7850,1131.8
15145,1435.8
9170,1267.0
12580,1382.0
8900,1046.1
8245,1027.8
8080,1182.9
9405,1217.9
18260,1755.9
11110,1097.8
13455,834.1
20855,1414.8
8385,828.8
12555,856.0
10395,1346.6
8570,982.5
12410,1897.6
14645,1348.8
14215,1165.6
9020,947.2
16855,2122.9
15250,1254.8
19485,2144.9
13890,2298.9
15940,1932.4
13115,1094.5
7655,1129.5
9705,1506.0
11835,1524.5
9595,1518.6
20740,2518.6
12680,1632.0
